organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank
Bacillus flexus 27Col1.1E,,Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1305.0,1715.0,1214.0,Laura Kutt,04/17/16,1292043.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus flexus,Bacillus_flexus.json,Bacillus flexus 27Col1.1E,kb|g.209156,Bacillus_flexus,species
Bacillus fordii DSM 16014,Bacillus fordii DSM 16014 (1121090.3),Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1166.0,1503.0,1123.0,Laura Kutt,04/17/16,1121090.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus fordii,Bacillus_fordii.json,Bacillus fordii DSM 16014,kb|g.29556,Bacillus_fordii,species
Bacillus infantis NRRL B-14911,,Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1083.0,1615.0,1170.0,Laura Kutt,04/17/16,1367477.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus infantis,Bacillus_infantis.json,Bacillus infantis NRRL B-14911,kb|g.210869,Bacillus_infantis,species
Bacillus licheniformis ATCC 14580,Bacillus licheniformis ATCC 14580 (279010.13),Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1121.0,1668.0,1175.0,,,279010.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,Bacillus_licheniformis.json,Bacillus licheniformis ATCC 14580,kb|g.649,Bacillus_licheniformis,species
Bacillus megaterium DSM319,Bacillus megaterium DSM319 (592022.4),Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1324.0,1708.0,1208.0,,,592022.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium,Bacillus_megaterium.json,Bacillus megaterium DSM319,kb|g.2568,Bacillus_megaterium,species
Bacillus mojavensis RO-H-1 = KCTC3706,Bacillus mojavensis RO-H-1 (1051501.3),Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1171.0,1733.0,1211.0,Laura Kutt,04/17/16,1051501.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mojavensis,Bacillus_mojavensis.json,Bacillus mojavensis RO-H-1 = KCTC3706,kb|g.206745,Bacillus_mojavensis,species
Bacillus mycoides  DSM 2048,Bacillus mycoides DSM 2048 (526997.3),Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1216.0,1611.0,1180.0,Laura Kutt,04/17/16,526997.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,Bacillus_mycoides.json,Bacillus mycoides  DSM 2048,kb|g.2087,Bacillus_mycoides,species
Bacillus nealsonii AAU1,,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1131.0,1568.0,1144.0,Laura Kutt,04/17/16,1202533.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus nealsonii,Bacillus_nealsonii.json,Bacillus nealsonii AAU1,kb|g.31084,Bacillus_nealsonii,species
Bacillus pumilus ATCC 7061,Bacillus pumilus ATCC 7061 (536229.4),Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1042.0,1554.0,1118.0,Laura Kutt,04/17/16,536229.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus,Bacillus_pumilus.json,Bacillus pumilus ATCC 7061,kb|g.2139,Bacillus_pumilus,species
Bacillus sonorensis L12,Bacillus sonorensis L12 (1274524.3),Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1230.0,1673.0,1176.0,Laura Kutt,04/17/16,1274524.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sonorensis,Bacillus_sonorensis.json,Bacillus sonorensis L12,kb|g.31657,Bacillus_sonorensis,species
Bacillus subtilis str. 168,Bacillus subtilis subsp. subtilis str. 168 (224308.113),Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1132.0,1713.0,1202.0,,,224308.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Bacillus_subtilis.json,Bacillus subtilis str. 168,kb|g.423,Bacillus_subtilis,species
Bacillus thermoamylovorans,,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,907.0,1561.0,1118.0,Laura Kutt,04/17/16,35841.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thermoamylovorans,Bacillus_thermoamylovorans.json,Bacillus thermoamylovorans,kb|g.239847,Bacillus_thermoamylovorans,species
Bacillus thuringiensis serovar thuringiensis str. T01001,Bacillus thuringiensis serovar thuringiensis str. T01001 (527025.3),Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1251.0,1616.0,1175.0,,,527025.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,Bacillus_thuringiensis.json,Bacillus thuringiensis serovar thuringiensis str. T01001,kb|g.2101,Bacillus_thuringiensis,species
Bacillus timonensis 10403023,,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1068.0,1507.0,1133.0,Laura Kutt,04/17/16,1033734.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus timonensis,Bacillus_timonensis.json,Bacillus timonensis 10403023,kb|g.23344,Bacillus_timonensis,species
Bacillus vallismortis DV1-F-3,Bacillus vallismortis DV1-F-3 (1051502.3),Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1049.0,1632.0,1161.0,Laura Kutt,04/17/16,1051502.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus vallismortis,Bacillus_vallismortis.json,Bacillus vallismortis DV1-F-3,kb|g.23549,Bacillus_vallismortis,species
Bacteroides caccae ATCC 43185,Bacteroides caccae ATCC 43185 (411901.7),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730.0,1225.0,952.0,Ines Thiele,04/20/12,411901.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides_caccae.json,Bacteroides caccae ATCC 43185,,Bacteroides_caccae,species
Bacteroides cellulosilyticus DSM 14838,Bacteroides cellulosilyticus DSM 14838 (537012.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,853.0,1301.0,1012.0,Ines Thiele,04/20/12,537012.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides_cellulosilyticus.json,Bacteroides cellulosilyticus DSM 14838,,Bacteroides_cellulosilyticus,species
Bacteroides clarus YIT 12056,Bacteroides clarus YIT 12056 (762984.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,806.0,2412.0,1405.0,chenry,04/15/16,762984.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides clarus,Bacteroides_clarus.json,Bacteroides clarus YIT 12056,kb|g.3280,Bacteroides_clarus,species
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,Bacteroides_eggerthii.json,,,Bacteroides_eggerthii,species
Bacteroides faecis MAJ27,Bacteroides faecis MAJ27 (1077285.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,935.0,1223.0,980.0,chenry,04/15/16,1077285.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,Bacteroides_faecis.json,Bacteroides faecis MAJ27,kb|g.23927,Bacteroides_faecis,species
Bacteroides finegoldii DSM 17565,Bacteroides finegoldii DSM 17565 (483215.6),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,733.0,2272.0,1302.0,Ines Thiele,04/20/12,483215.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,Bacteroides_finegoldii.json,Bacteroides finegoldii DSM 17565,,Bacteroides_finegoldii,species
Bacteroides fluxus YIT 12057,Bacteroides fluxus YIT 12057 (763034.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,875.0,2421.0,1415.0,chenry,04/15/16,763034.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fluxus,Bacteroides_fluxus.json,Bacteroides fluxus YIT 12057,kb|g.3281,Bacteroides_fluxus,species
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides_fragilis.json,,,Bacteroides_fragilis,species
Bacteroides graminisolvens DSM 19988,,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,684.0,1239.0,985.0,chenry,04/15/16,1121097.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides graminisolvens,Bacteroides_graminisolvens.json,Bacteroides graminisolvens DSM 19988,kb|g.207058,Bacteroides_graminisolvens,species
"Bacteroides intestinalis 341, DSM 17393",Bacteroides intestinalis DSM 17393 (471870.8),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,817.0,2372.0,1356.0,Ines Thiele,04/20/12,329854.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis,Bacteroides_intestinalis.json,"Bacteroides intestinalis 341, DSM 17393",,Bacteroides_intestinalis,species
Bacteroides nordii CL02T12C05,Bacteroides nordii CL02T12C05 (997884.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,888.0,1268.0,1016.0,chenry,04/15/16,997884.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides nordii,Bacteroides_nordii.json,Bacteroides nordii CL02T12C05,kb|g.28918,Bacteroides_nordii,species
Bacteroides oleiciplenus YIT 12058,Bacteroides oleiciplenus YIT 12058 (742727.4),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,998.0,1250.0,1016.0,chenry,04/15/16,742727.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides oleiciplenus,Bacteroides_oleiciplenus.json,Bacteroides oleiciplenus YIT 12058,kb|g.27474,Bacteroides_oleiciplenus,species
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides_ovatus.json,,,Bacteroides_ovatus,species
Bacteroides pyogenes DSM20611,,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,579.0,1128.0,907.0,chenry,04/15/16,1121100.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides pyogenes,Bacteroides_pyogenes.json,Bacteroides pyogenes DSM20611,kb|g.207059,Bacteroides_pyogenes,species
Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988,Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988 (1121101.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,875.0,1251.0,982.0,chenry,04/15/16,1121101.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,Bacteroides_salyersiae.json,Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988,kb|g.29562,Bacteroides_salyersiae,species
Bacteroides sp. 1_1_14,Bacteroides sp. 1_1_14 (469585.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,874.0,2234.0,1282.0,Ines Thiele,06/29/12,469585.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 1_1_14,Bacteroides_sp__1_1_14.json,Bacteroides sp. 1_1_14,,Bacteroides_sp__1_1_14,species
Bacteroides sp. 1_1_30,Bacteroides sp. 1_1_30 (457387.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,816.0,2253.0,1301.0,Ines Thiele,06/29/12,457387.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 1_1_30,Bacteroides_sp__1_1_30.json,Bacteroides sp. 1_1_30,,Bacteroides_sp__1_1_30,species
Bacteroides sp. 2_1_22,Bacteroides sp. 2_1_22 (469588.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,833.0,2267.0,1304.0,Ines Thiele,06/29/12,469588.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 2_1_22,Bacteroides_sp__2_1_22.json,Bacteroides sp. 2_1_22,,Bacteroides_sp__2_1_22,species
Bacteroides sp. 2_1_33B,Bacteroides sp. 2_1_33B (469589.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,775.0,2380.0,1387.0,Ines Thiele,04/20/12,469589.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 2_1_33B,Bacteroides_sp__2_1_33B.json,Bacteroides sp. 2_1_33B,,Bacteroides_sp__2_1_33B,species
Bacteroides sp. 2_2_4,Bacteroides sp. 2_2_4 (469590.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,891.0,2444.0,1330.0,Ines Thiele,06/29/12,469590.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 2_2_4,Bacteroides_sp__2_2_4.json,Bacteroides sp. 2_2_4,,Bacteroides_sp__2_2_4,species
Bacteroides sp. 3_1_19,Bacteroides sp. 3_1_19 (469592.4),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,818.0,2391.0,1398.0,Ines Thiele,06/29/12,469592.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 3_1_19,Bacteroides_sp__3_1_19.json,Bacteroides sp. 3_1_19,,Bacteroides_sp__3_1_19,species
Bacteroides sp. 3_1_23,Bacteroides sp. 3_1_23 (457390.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,871.0,2418.0,1310.0,Ines Thiele,06/29/12,457390.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 3_1_23,Bacteroides_sp__3_1_23.json,Bacteroides sp. 3_1_23,,Bacteroides_sp__3_1_23,species
Bacteroides sp. 3_1_33FAA,Bacteroides sp. 3_1_33FAA (457391.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,806.0,2316.0,1344.0,Ines Thiele,06/29/12,457391.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 3_1_33FAA,Bacteroides_sp__3_1_33FAA.json,Bacteroides sp. 3_1_33FAA,,Bacteroides_sp__3_1_33FAA,species
Bacteroides sp. 3_1_40A,Bacteroides sp. 3_1_40A (469593.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,801.0,2309.0,1350.0,Ines Thiele,06/29/12,469593.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 3_1_40A,Bacteroides_sp__3_1_40A.json,Bacteroides sp. 3_1_40A,,Bacteroides_sp__3_1_40A,species
Bacteroides sp. 3_2_5,Bacteroides sp. 3_2_5 (457392.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,789.0,1134.0,932.0,Ines Thiele,06/29/12,457392.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 3_2_5,Bacteroides_sp__3_2_5.json,Bacteroides sp. 3_2_5,,Bacteroides_sp__3_2_5,species
Bacteroides sp. 4_1_36,Bacteroides sp. 4_1_36 (457393.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,769.0,2094.0,1344.0,Ines Thiele,06/29/12,457393.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 4_1_36,Bacteroides_sp__4_1_36.json,Bacteroides sp. 4_1_36,,Bacteroides_sp__4_1_36,species
Bacteroides sp. 4_3_47FAA,Bacteroides sp. 4_3_47FAA (457394.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,793.0,2336.0,1371.0,Ines Thiele,04/20/12,457394.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 4_3_47FAA,Bacteroides_sp__4_3_47FAA.json,Bacteroides sp. 4_3_47FAA,,Bacteroides_sp__4_3_47FAA,species
Bacteroides sp. 9_1_42FAA,Bacteroides sp. 9_1_42FAA (457395.6),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,826.0,2378.0,1366.0,Ines Thiele,04/20/12,457395.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 9_1_42FAA,Bacteroides_sp__9_1_42FAA.json,Bacteroides sp. 9_1_42FAA,,Bacteroides_sp__9_1_42FAA,species
Bacteroides sp. D1,Bacteroides sp. D1 (556258.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,826.0,2268.0,1304.0,Ines Thiele,06/29/12,556258.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. D1,Bacteroides_sp__D1.json,Bacteroides sp. D1,,Bacteroides_sp__D1,species
Bacteroides sp. D2,Bacteroides sp. D2 (556259.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,875.0,2307.0,1351.0,Ines Thiele,06/29/12,556259.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. D2,Bacteroides_sp__D2.json,Bacteroides sp. D2,,Bacteroides_sp__D2,species
Bacteroides sp. D20,Bacteroides sp. D20 (585543.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,767.0,1123.0,937.0,Ines Thiele,06/29/12,585543.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. D20,Bacteroides_sp__D20.json,Bacteroides sp. D20,,Bacteroides_sp__D20,species
Bacteroides sp. D22,Bacteroides sp. D22 (585544.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,837.0,2271.0,1306.0,Ines Thiele,06/29/12,585544.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. D22,Bacteroides_sp__D22.json,Bacteroides sp. D22,,Bacteroides_sp__D22,species
Bacteroides stercoris ATCC 43183,Bacteroides stercoris ATCC 43183 (449673.7),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,688.0,2334.0,1353.0,Ines Thiele,04/20/12,449673.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides_stercoris.json,Bacteroides stercoris ATCC 43183,,Bacteroides_stercoris,species
,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides_thetaiotaomicron.json,,,Bacteroides_thetaiotaomicron,species
Bacteroides timonensis AP1,,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,852.0,1212.0,985.0,chenry,04/15/16,1203465.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides timonensis,Bacteroides_timonensis.json,Bacteroides timonensis AP1,kb|g.207957,Bacteroides_timonensis,species
Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,Bacteroides_xylanisolvens.json,,,Bacteroides_xylanisolvens,species
Barnesiella intestinihominis YIT 11860,Barnesiella intestinihominis YIT 11860 (742726.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,622.0,2235.0,1282.0,chenry,09/10/14,742726.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella_intestinihominis.json,Barnesiella intestinihominis YIT 11860,kb|g.27473,Barnesiella_intestinihominis,species
Bartonella quintana Toulouse,Bartonella quintana str. Toulouse (283165.4),Aerobe,"Strictly respiratory, asaccharolytic",Negative,Pathogen,455.0,894.0,753.0,Eugen Bauer,08/03/14,283165.0,Kbase,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella quintana,Bartonella_quintana.json,Bartonella quintana Toulouse,,Bartonella_quintana,species
,Bifidobacterium adolescentis ATCC 15703 (367928.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium_adolescentis.json,,,Bifidobacterium_adolescentis,species
Bifidobacterium angulatum DSM 20098,Bifidobacterium angulatum DSM 20098 = JCM 7096 (518635.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,519.0,923.0,732.0,Ines Thiele,06/29/12,518635.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium_angulatum.json,Bifidobacterium angulatum DSM 20098,,Bifidobacterium_angulatum,species
