id	organism	seedid	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	ncbiid	platform	kbaseid	kingdom	phylum	class	order	family	genus	species	file
Bacillus_cereus_G9842	Bacillus cereus G9842	Bacillus cereus G9842 (405531.7)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive	Commensal	1130	1586	1115	Eugen Bauer	08/03/14	405531	Kbase		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	agora/Bacillus_cereus_G9842.xml
Bacillus_clausii_KSM_K16	Bacillus clausii KSM-K16	Bacillus clausii KSM-K16 (66692.3)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1134	1567	1136	Laura Kutt	04/17/16	66692	Kbase	kb|g.2880	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus clausii	agora/Bacillus_clausii_KSM_K16.xml
Bacillus_endophyticus_2102	Bacillus endophyticus 2102	Bacillus endophyticus 2102 (1196029.3)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1440	1733	1226	Laura Kutt	04/17/16	1196029	Kbase	kb|g.25385	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus endophyticus	agora/Bacillus_endophyticus_2102.xml
Bacillus_firmus_DS1	Bacillus firmus DS1		Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1107	1566	1140	Laura Kutt	04/17/16	1307436	ModelSEED	kb|g.209412	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus firmus	agora/Bacillus_firmus_DS1.xml
Bacillus_flexus_27Col1_1E	Bacillus flexus 27Col1.1E		Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1305	1715	1214	Laura Kutt	04/17/16	1292043	ModelSEED	kb|g.209156	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus flexus	agora/Bacillus_flexus_27Col1_1E.xml
Bacillus_fordii_DSM_16014	Bacillus fordii DSM 16014	Bacillus fordii DSM 16014 (1121090.3)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1166	1503	1123	Laura Kutt	04/17/16	1121090	Kbase	kb|g.29556	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus fordii	agora/Bacillus_fordii_DSM_16014.xml
Bacillus_halodurans_C_125	Bacillus halodurans C-125	Bacillus halodurans C-125 (272558.1)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1052	1522	1118	Laura Kutt	04/17/16	272558	Kbase	kb|g.598	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus halodurans	agora/Bacillus_halodurans_C_125.xml
Bacillus_infantis_NRRL_B_14911	Bacillus infantis NRRL B-14911		Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1083	1615	1170	Laura Kutt	04/17/16	1367477	Kbase	kb|g.210869	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus infantis	agora/Bacillus_infantis_NRRL_B_14911.xml
Bacillus_licheniformis_ATCC_14580	Bacillus licheniformis ATCC 14580	Bacillus licheniformis ATCC 14580 (279010.13)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1121	1668	1175			279010	Kbase	kb|g.649	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	agora/Bacillus_licheniformis_ATCC_14580.xml
Bacillus_megaterium_DSM319	Bacillus megaterium DSM319	Bacillus megaterium DSM319 (592022.4)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1324	1708	1208			592022	Kbase	kb|g.2568	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus megaterium	agora/Bacillus_megaterium_DSM319.xml
Bacillus_mojavensis_RO_H_1	Bacillus mojavensis RO-H-1 = KCTC3706	Bacillus mojavensis RO-H-1 (1051501.3)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1171	1733	1211	Laura Kutt	04/17/16	1051501	Kbase	kb|g.206745	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mojavensis	agora/Bacillus_mojavensis_RO_H_1.xml
Bacillus_mycoides_DSM_2048	Bacillus mycoides  DSM 2048	Bacillus mycoides DSM 2048 (526997.3)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1216	1611	1180	Laura Kutt	04/17/16	526997	Kbase	kb|g.2087	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mycoides	agora/Bacillus_mycoides_DSM_2048.xml
Bacillus_nealsonii_AAU1	Bacillus nealsonii AAU1		Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1131	1568	1144	Laura Kutt	04/17/16	1202533	Kbase	kb|g.31084	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus nealsonii	agora/Bacillus_nealsonii_AAU1.xml
Bacillus_pseudofirmus_OF4	Bacillus pseudofirmus  OF4	Bacillus pseudofirmus OF4 (398511.4)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1018	1498	1112	Laura Kutt	04/17/16	398511	Kbase	kb|g.1270	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus pseudofirmus	agora/Bacillus_pseudofirmus_OF4.xml
Bacillus_pumilus_ATCC_7061	Bacillus pumilus ATCC 7061	Bacillus pumilus ATCC 7061 (536229.4)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1042	1554	1118	Laura Kutt	04/17/16	536229	Kbase	kb|g.2139	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus	agora/Bacillus_pumilus_ATCC_7061.xml
Bacillus_sonorensis_L12	Bacillus sonorensis L12	Bacillus sonorensis L12 (1274524.3)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1230	1673	1176	Laura Kutt	04/17/16	1274524	Kbase	kb|g.31657	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sonorensis	agora/Bacillus_sonorensis_L12.xml
Bacillus_subtilis_str_168	Bacillus subtilis str. 168	Bacillus subtilis subsp. subtilis str. 168 (224308.113)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1132	1713	1202			224308	Kbase	kb|g.423	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	agora/Bacillus_subtilis_str_168.xml
Bacillus_thermoamylovorans	Bacillus thermoamylovorans		Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		907	1561	1118	Laura Kutt	04/17/16	35841	Kbase	kb|g.239847	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermoamylovorans	agora/Bacillus_thermoamylovorans.xml
Bacillus_thuringiensis_serovar_thuringiensis_str_T01001	Bacillus thuringiensis serovar thuringiensis str. T01001	Bacillus thuringiensis serovar thuringiensis str. T01001 (527025.3)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1251	1616	1175			527025	Kbase	kb|g.2101	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	agora/Bacillus_thuringiensis_serovar_thuringiensis_str_T01001.xml
Bacillus_timonensis_10403023	Bacillus timonensis 10403023		Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1068	1507	1133	Laura Kutt	04/17/16	1033734	Kbase	kb|g.23344	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus timonensis	agora/Bacillus_timonensis_10403023.xml
Bacillus_vallismortis_DV1_F_3	Bacillus vallismortis DV1-F-3	Bacillus vallismortis DV1-F-3 (1051502.3)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1049	1632	1161	Laura Kutt	04/17/16	1051502	Kbase	kb|g.23549	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	agora/Bacillus_vallismortis_DV1_F_3.xml
Bacteroides_caccae_ATCC_43185	Bacteroides caccae ATCC 43185	Bacteroides caccae ATCC 43185 (411901.7)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	730	1225	952	Ines Thiele	04/20/12	411901	ModelSEED		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	agora/Bacteroides_caccae_ATCC_43185.xml
Bacteroides_cellulosilyticus_DSM_14838	Bacteroides cellulosilyticus DSM 14838	Bacteroides cellulosilyticus DSM 14838 (537012.5)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	853	1301	1012	Ines Thiele	04/20/12	537012	ModelSEED		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	agora/Bacteroides_cellulosilyticus_DSM_14838.xml
Bacteroides_clarus_YIT_12056	Bacteroides clarus YIT 12056	Bacteroides clarus YIT 12056 (762984.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	806	2412	1405	chenry	04/15/16	762984	Kbase	kb|g.3280	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	agora/Bacteroides_clarus_YIT_12056.xml
Bacteroides_coprocola_M16_DSM_17136	Bacteroides coprocola M16, DSM 17136	Bacteroides coprocola DSM 17136 (470145.6)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	652	2250	1296	Ines Thiele	04/20/12	310298	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales family	Phocaeicola	Phocaeicola coprocola	agora/Bacteroides_coprocola_M16_DSM_17136.xml
Bacteroides_coprophilus_DSM_18228	Bacteroides coprophilus DSM 18228	Bacteroides coprophilus DSM 18228 (547042.5)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	672	2249	1282	Ines Thiele	04/20/12	547042	ModelSEED		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales family	Phocaeicola	Phocaeicola coprophilus	agora/Bacteroides_coprophilus_DSM_18228.xml
Bacteroides_dorei_DSM_17855	Bacteroides dorei DSM 17855	Bacteroides dorei DSM 17855 (483217.6)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	792	1163	951	Ines Thiele	04/20/12	483217	ModelSEED		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales family	Phocaeicola	Phocaeicola dorei	agora/Bacteroides_dorei_DSM_17855.xml
Bacteroides_eggerthii_1_2_48FAA	Bacteroides eggerthii 1_2_48FAA	Bacteroides eggerthii 1_2_48FAA (665953.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	738	1189	950	Ines Thiele	04/20/12	665953	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	agora/Bacteroides_eggerthii_1_2_48FAA.xml
Bacteroides_eggerthii_DSM_20697	Bacteroides eggerthii DSM 20697	Bacteroides eggerthii DSM 20697 (483216.6)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	697	1168	941	Ines Thiele	06/29/12	483216	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	agora/Bacteroides_eggerthii_DSM_20697.xml
Bacteroides_faecis_MAJ27	Bacteroides faecis MAJ27	Bacteroides faecis MAJ27 (1077285.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	935	1223	980	chenry	04/15/16	1077285	Kbase	kb|g.23927	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis	agora/Bacteroides_faecis_MAJ27.xml
Bacteroides_finegoldii_DSM_17565	Bacteroides finegoldii DSM 17565	Bacteroides finegoldii DSM 17565 (483215.6)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	733	2272	1302	Ines Thiele	04/20/12	483215	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	agora/Bacteroides_finegoldii_DSM_17565.xml
Bacteroides_fluxus_YIT_12057	Bacteroides fluxus YIT 12057	Bacteroides fluxus YIT 12057 (763034.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	875	2421	1415	chenry	04/15/16	763034	ModelSEED	kb|g.3281	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fluxus	agora/Bacteroides_fluxus_YIT_12057.xml
Bacteroides_fragilis_3_1_12	Bacteroides fragilis 3_1_12	Bacteroides fragilis 3_1_12 (457424.5)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	783	1221	972	Ines Thiele	04/20/12	457424	ModelSEED		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	agora/Bacteroides_fragilis_3_1_12.xml
Bacteroides_fragilis_638R	Bacteroides fragilis 638R	Bacteroides fragilis 638R (862962.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	897	2395	1371	Eugen Bauer	08/03/14	862962	ModelSEED		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	agora/Bacteroides_fragilis_638R.xml
Bacteroides_fragilis_NCTC_9343	Bacteroides fragilis NCTC 9343	Bacteroides fragilis NCTC 9343 (272559.17)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	889	2444	1396	Eugen Bauer	09/03/14	272559	ModelSEED		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	agora/Bacteroides_fragilis_NCTC_9343.xml
Bacteroides_fragilis_YCH46	Bacteroides fragilis YCH46	Bacteroides fragilis YCH46 (295405.11)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	806	1264	989	Eugen Bauer	09/03/14	295405	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	agora/Bacteroides_fragilis_YCH46.xml
Bacteroides_graminisolvens_DSM_19988	Bacteroides graminisolvens DSM 19988		Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	684	1239	985	chenry	04/15/16	1121097	Kbase	kb|g.207058	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides graminisolvens	agora/Bacteroides_graminisolvens_DSM_19988.xml
Bacteroides_intestinalis_341_DSM_17393	Bacteroides intestinalis 341, DSM 17393	Bacteroides intestinalis DSM 17393 (471870.8)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	817	2372	1356	Ines Thiele	04/20/12	329854	ModelSEED		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis	agora/Bacteroides_intestinalis_341_DSM_17393.xml
Bacteroides_massiliensis_B846dnLKV334	Bacteroides massiliensis B846dnLKV334 = Timone 84634 = DSM 17679 = JCM 13223	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 (1121098.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	807	1217	991	chenry	04/15/16	204516	ModelSEED	kb|g.29559	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales family	Phocaeicola	Phocaeicola massiliensis	agora/Bacteroides_massiliensis_B846dnLKV334.xml
Bacteroides_nordii_CL02T12C05	Bacteroides nordii CL02T12C05	Bacteroides nordii CL02T12C05 (997884.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	888	1268	1016	chenry	04/15/16	997884	ModelSEED	kb|g.28918	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides nordii	agora/Bacteroides_nordii_CL02T12C05.xml
Bacteroides_oleiciplenus_YIT_12058	Bacteroides oleiciplenus YIT 12058	Bacteroides oleiciplenus YIT 12058 (742727.4)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	998	1250	1016	chenry	04/15/16	742727	ModelSEED	kb|g.27474	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides oleiciplenus	agora/Bacteroides_oleiciplenus_YIT_12058.xml
Bacteroides_ovatus_ATCC_8483	Bacteroides ovatus ATCC 8483	Bacteroides ovatus ATCC 8483 (411476.11)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	851	2476	1408	Ines Thiele	04/20/12	411476	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	agora/Bacteroides_ovatus_ATCC_8483.xml
Bacteroides_ovatus_SD_CC_2a	Bacteroides ovatus SD CC 2a	Bacteroides ovatus SD CC 2a (702444.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	849	2350	1321	Ines Thiele	06/29/12	702444	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	agora/Bacteroides_ovatus_SD_CC_2a.xml
Bacteroides_ovatus_SD_CMC_3f	Bacteroides ovatus SD CMC 3f	Bacteroides ovatus SD CMC 3f (702443.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	856	2505	1335	Ines Thiele	06/29/12	702443	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	agora/Bacteroides_ovatus_SD_CMC_3f.xml
Bacteroides_pectinophilus_ATCC_43243	Bacteroides pectinophilus ATCC 43243	Bacteroides pectinophilus ATCC 43243 (483218.5)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	591	950	804	Ines Thiele	04/20/12	483218	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified Clostridiales family	unclassified Clostridiales genus	[Bacteroides] pectinophilus	agora/Bacteroides_pectinophilus_ATCC_43243.xml
Bacteroides_plebeius_M12_DSM_17135	Bacteroides plebeius M12, DSM 17135	Bacteroides plebeius DSM 17135 (484018.6)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	684	1067	888	Ines Thiele	04/20/12	310297	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales family	Phocaeicola	Phocaeicola plebeius	agora/Bacteroides_plebeius_M12_DSM_17135.xml
Bacteroides_pyogenes_DSM20611	Bacteroides pyogenes DSM20611		Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	579	1128	907	chenry	04/15/16	1121100	Kbase	kb|g.207059	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	agora/Bacteroides_pyogenes_DSM20611.xml
Bacteroides_salyersiae_WAL_10018	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988 (1121101.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	875	1251	982	chenry	04/15/16	1121101	Kbase	kb|g.29562	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae	agora/Bacteroides_salyersiae_WAL_10018.xml
Bacteroides_sp_1_1_14	Bacteroides sp. 1_1_14	Bacteroides sp. 1_1_14 (469585.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	874	2234	1282	Ines Thiele	06/29/12	469585	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 1_1_14	agora/Bacteroides_sp_1_1_14.xml
Bacteroides_sp_1_1_30	Bacteroides sp. 1_1_30	Bacteroides sp. 1_1_30 (457387.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	816	2253	1301	Ines Thiele	06/29/12	457387	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 1_1_30	agora/Bacteroides_sp_1_1_30.xml
Bacteroides_sp_1_1_6	Bacteroides sp. 1_1_6	Bacteroides sp. 1_1_6 (469586.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	857	2286	1316	Ines Thiele	06/29/12	469586	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	agora/Bacteroides_sp_1_1_6.xml
Bacteroides_sp_2_1_22	Bacteroides sp. 2_1_22	Bacteroides sp. 2_1_22 (469588.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	833	2267	1304	Ines Thiele	06/29/12	469588	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 2_1_22	agora/Bacteroides_sp_2_1_22.xml
Bacteroides_sp_2_1_33B	Bacteroides sp. 2_1_33B	Bacteroides sp. 2_1_33B (469589.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	775	2380	1387	Ines Thiele	04/20/12	469589	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 2_1_33B	agora/Bacteroides_sp_2_1_33B.xml
Bacteroides_sp_2_1_7	Bacteroides sp. 2_1_7	Bacteroides sp. 2_1_7 (457388.5)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	799	2399	1404	Ines Thiele	04/20/12	457388	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. 2_1_7	agora/Bacteroides_sp_2_1_7.xml
Bacteroides_sp_2_2_4	Bacteroides sp. 2_2_4	Bacteroides sp. 2_2_4 (469590.5)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	891	2444	1330	Ines Thiele	06/29/12	469590	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 2_2_4	agora/Bacteroides_sp_2_2_4.xml
Bacteroides_sp_20_3	Bacteroides sp. 20_3	Bacteroides sp. 20_3 (469591.4)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	795	1196	967	Ines Thiele	06/29/12	469591	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. 20_3	agora/Bacteroides_sp_20_3.xml
Bacteroides_sp_3_1_19	Bacteroides sp. 3_1_19	Bacteroides sp. 3_1_19 (469592.4)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	818	2391	1398	Ines Thiele	06/29/12	469592	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 3_1_19	agora/Bacteroides_sp_3_1_19.xml
Bacteroides_sp_3_1_23	Bacteroides sp. 3_1_23	Bacteroides sp. 3_1_23 (457390.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	871	2418	1310	Ines Thiele	06/29/12	457390	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 3_1_23	agora/Bacteroides_sp_3_1_23.xml
Bacteroides_sp_3_1_33FAA	Bacteroides sp. 3_1_33FAA	Bacteroides sp. 3_1_33FAA (457391.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	806	2316	1344	Ines Thiele	06/29/12	457391	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 3_1_33FAA	agora/Bacteroides_sp_3_1_33FAA.xml
