,Treatment,Rep,Sequencing Run,Plate,Row,Column,OD,Acetate,Butyrate,Lactate,Succinate,ER,FP,AC,HB,CC,RI,DP,BH,CA,PC,DL,CG,BF,EL,CH,BO,BT,BU,BV,BC,BY,PJ,DF,BL,BP,BA,BA Fraction,CA Fraction,BT Fraction,BU Fraction,PC Fraction,AC Fraction,BH Fraction,CC Fraction,CG Fraction,ER Fraction,DP Fraction,EL Fraction,BY Fraction,BF Fraction,CD Fraction,RI Fraction,BP Fraction,BV Fraction,CH Fraction,DF Fraction,CS Fraction,PJ Fraction,FP Fraction,EH Fraction,EC Fraction,BC Fraction,HB Fraction,BO Fraction,DL Fraction,BL Fraction,B.cereus Fraction,Total,Unclassified,Contamination?,Experiment No.,Peak30,Peak32,Peak35,Peak41,pH
63,CG-AC,0,MiSeqOSV003,19,H,8,1.067166667,27.047,57.0045,0,15.0574,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274462431,0,0,0.718289442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004590481,0,0,0,0,0,0.002657647,0,0,4141,2,No,2,,,,,
64,BF-AC,0,MiSeqOSV003,19,A,9,1.101766667,5.4434,42.6324,5.4971,18.3956,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000487567,0,0.000975134,0,0,0.30265724,0,0.000243784,0,0.000121892,0,0.000121892,0,0.693076548,0,0,0.001584593,0,0,0,0,0,0.000487567,0,0,0,0,0.000243784,0,0,0,8207,3,No,2,,,,,
65,EL-AC,0,MiSeqOSV003,19,B,9,0.878566667,2.1713,37.3533,28.0138,9.275,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.496676163,0,0.000118708,0,0,0.383903134,0,0,0,0.000118708,0,0.11811491,0,0.000593542,0.000356125,0,0,0.000118708,0,0,0,0,0,0,0,0,0,0,0,0,0,8424,0,Yes,2,,,,,
66,CH-AC,0,MiSeqOSV003,19,C,9,1.061566667,19.1089,40.9862,0,12.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000125707,0.000125707,0,0,0.396857322,0,0,0,0.000125707,0,0,0.000125707,0.251665619,0.000125707,0.000125707,0,0.000125707,0.344814582,0.000251414,0,0,0.005405405,0,0,0,0,0.000125707,0,0,0,7967,12,Yes,2,,,,,
67,BO-AC,0,MiSeqOSV003,19,D,9,1.528166667,6.3792,41.8147,15.2831,26.3242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000128419,0.000642096,0.000128419,0.000513677,0.545396173,0,0.000128419,0,0.000256838,0,0,0,0.000128419,0,0,0,0,0.000128419,0.000128419,0,0,0,0,0,0,0,0.452292282,0.000128419,0,0,7916,129,No,2,,,,,
68,BT-AC,0,MiSeqOSV003,19,E,9,1.638566667,13.1648,41.9476,0,38.1758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.007474718,0,0.586252382,0.000879379,0.00190532,0.403195075,0,0,0,0,0,0.000146563,0,0.000146563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6825,2,No,2,,,,,
69,BU-AC,0,MiSeqOSV003,19,F,9,1.339966667,0,28.9331,40.3868,10.168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000537562,0,0.000806343,0.323746808,0.00255342,0.671280742,0,0,0,0,0,0,0,0.000134391,0,0,0,0.000268781,0,0,0,0,0.000268781,0,0,0,0.000268781,0,0.000134391,0,0,7442,1,No,2,,,,,
70,BV-AC,0,MiSeqOSV003,19,G,9,1.729766667,19.6099,44.4151,0,38.8307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.469894223,0,0,0.002712232,0.000406835,0,0,0,0,0.000135612,0,0,0.434635205,0,0,0,0,0,0,0,0,0,0,0.092215894,0,0,7387,13,Yes,2,,,,,
71,BC-AC,0,MiSeqOSV003,19,H,9,1.503966667,9.428,41.895,9.9061,37.5401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.023874587,0.000287646,0,0,0,0.385157486,0.000143823,0.000287646,0.010930534,0,0,0,0,0,0.000287646,0,0,0,0,0,0,0,0.000143823,0,0,0.578742989,0,0.000143823,0,0,0,6953,0,Yes,2,,,,,
72,BY-AC,0,MiSeqOSV003,19,A,10,1.416566667,0,27.3912,44.4824,10.8834,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.837648705,0,0.000174948,0,0.000524843,0.000174948,0,0.155353394,0,0,0,0.000349895,0.000174948,0,0,0,0.005248425,0,0,0,0,0.000174948,0.000174948,0,0,0,5719,3,No,2,,,,,
73,PJ-AC,0,MiSeqOSV003,19,B,10,1.295166667,0,30.2878,24.1095,10.728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.034531963,0,0.002283105,0.000142694,0,0.591038813,0.001426941,0,0,0.005993151,0,0.007990868,0.002568493,0.000285388,0,0,0.001141553,0,0.000142694,0.027111872,0,0.276113014,0.000142694,0,0,0,0,0.038670091,0,0.010416667,0,7072,64,Yes,2,,,,,
74,DF-AC,0,MiSeqOSV003,19,C,10,1.195966667,8.5498,50.6693,14.3572,8.3227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.278323699,0,0.000144509,0,0.113150289,0,0,0,0.009393064,0.000289017,0.000289017,0,0,0,0.59783237,0,0.000144509,0,0,0,0,0,0.000289017,0.000144509,0,0,6928,8,Yes,2,,,,,
75,BL-AC,0,MiSeqOSV003,19,D,10,1.415766667,0.3623,32.6739,24.7355,11.0103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000160333,0.000320667,0.000160333,0,0.621292288,0,0,0,0.000160333,0,0,0.078723745,0,0,0,0.017797018,0,0.000160333,0.000320667,0,0,0,0,0,0.000160333,0,0,0,0.280743947,0,6252,15,Yes,2,,,,,
76,BP-AC,0,MiSeqOSV003,19,E,10,1.806166667,34.0386,41.1068,36.887,9.6616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000271887,0,0,0.000679717,0,0.334556824,0,0,0,0.000271887,0,0,0.010195759,0,0,0,0.654023926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7360,4,Yes,2,,,,,
77,BA-AC,0,MiSeqOSV003,19,F,10,1.209566667,4.6021,51.1397,15.0597,8.2936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.566315522,0,0.00012692,0.000380759,0.000634598,0.431780683,0,0,0,0,0,0,0,0,0.00012692,0.00012692,0.00012692,0.000380759,0,0,0,0,0,0,0,0,0,0,0,0,0,7882,3,No,2,,,,,
78,ER,1,MiSeqOSV003,19,A,11,0.546166667,4.5875,28.5134,59.2622,8.5388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152184,0,0,0.003348044,0,0,0,0.994977933,0,0,0.000304368,0.000152184,0,0,0,0,0,0,0,0.000913103,0.000152184,0,0,0,0,0,0,0,0,6571,0,No,2,,,,,
79,ER,2,MiSeqOSV003,19,B,11,0.586566667,3.8038,27.9345,62.0186,8.0674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133351,0,0,0.00480064,0,0,0,0.992532338,0,0,0,0.000400053,0,0,0,0,0,0.000266702,0,0.001466862,0.000400053,0,0,0,0,0,0,0,0,7500,1,No,2,,,,,
80,ER,3,MiSeqOSV003,19,C,11,0.584166667,5.0986,30.9163,62.5771,10.5317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132223,0,0.000264445,0,0,0.001718895,0,0.000132223,0,0.907311913,0,0,0,0.084358059,0,0,0,0,0,0.005024461,0,0,0.000793336,0,0,0,0,0,0.000264445,0,0,7565,2,Yes,2,,,,,
81,ER,4,MiSeqOSV003,19,D,11,0.590566667,0,27.1479,61.2301,7.5583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029146,0.00043719,0,0,0.017050423,0,0.00029146,0,0.97245701,0,0,0.001311571,0.001603031,0,0.00014573,0.00029146,0,0,0.00014573,0,0,0.00029146,0,0,0,0,0,0,0.005683474,0,6864,2,Yes,2,,,,,
82,FP,1,MiSeqOSV003,19,E,11,0.810566667,2.719,24.9192,47.7585,12.9516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000869061,0,0.000289687,0.000144844,0.000144844,0.875144844,0,0.000289687,0.000434531,0.084154114,0,0.000144844,0,0.000579374,0,0,0.000434531,0.000289687,0,0.000144844,0,0.000434531,0.034038239,0,0,0.000434531,0,0.000144844,0.001448436,0.000434531,0,6905,1,Yes,2,,,,,
83,FP,2,MiSeqOSV003,19,F,11,0.894566667,0,23.5309,42.0589,8.8313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017577327,0,0.000408775,0.000136258,0.000272517,0.911704592,0,0.000136258,0.000272517,0.040741245,0,0,0.000136258,0,0.000136258,0.000136258,0,0.000136258,0.000136258,0,0,0,0.026842894,0,0,0.000272517,0,0,0.000953808,0,0,7340,1,Yes,2,,,,,
84,FP,3,MiSeqOSV003,19,G,11,0.893766667,0,25.8323,44.2406,12.3494,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004870546,0.001281723,0.003845168,0,0.000256345,0.917713407,0,0.001025378,0.001025378,0.015124327,0,0.000256345,0.000256345,0.003076134,0.000256345,0,0.003588823,0.001025378,0,0.000512689,0,0,0.0351192,0,0,0.000512689,0,0,0.010253781,0,0,3901,0,Yes,2,,,,,
85,FP,4,MiSeqOSV003,19,H,11,0.880366667,0,30.6364,40.6927,11.8632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002918288,0.000972763,0.00113489,0.000162127,0.000162127,0.890564202,0,0.001297017,0.00226978,0.043936446,0,0.000324254,0,0.002431907,0,0,0.002107652,0.000162127,0.000324254,0.000162127,0,0,0.041018158,0,0,0.000648508,0,0,0.009241245,0.000162127,0,6171,3,Yes,2,,,,,
86,AC,1,MiSeqOSV003,19,A,12,1.005366667,0,26.8249,37.0434,9.1389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017762,0.00053286,0,0,0.998579041,0,0,0,0.00017762,0,0.00017762,0,0.00017762,0.00017762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5630,0,No,2,,,,,
87,AC,2,MiSeqOSV003,19,B,12,0.971566667,0,27.2974,37.6733,9.5449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001691267,0,0,0,0,0.981857319,0,0,0,0.014298893,0,0.000307503,0,0.001230012,0.000153752,0,0,0,0,0,0,0,0.000461255,0,0,0,0,0,0,0,0,6504,0,Yes,2,,,,,
88,AC,3,MiSeqOSV003,19,C,12,1.046566667,0,30.5164,35.9279,9.8797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144697,0.000144697,0.000434091,0.000144697,0.991752279,0,0.000144697,0.000144697,0.004919693,0,0,0,0.000289394,0,0,0.000289394,0.000144697,0,0.000144697,0,0,0.000868181,0,0,0.000144697,0,0.000144697,0.000144697,0,0,6911,0,No,2,,,,,
89,AC,4,MiSeqOSV003,19,D,12,0.917366667,0,28.0408,37.2619,9.4482,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001224178,0.000918133,0.002601377,0.001530222,0.000918133,0.938332058,0.000306044,0.001683244,0.002142311,0.020198929,0.000153022,0.001071155,0.001530222,0.003366488,0,0.000765111,0.002907422,0.002754399,0.0013772,0.001989288,0,0.001836266,0.001836266,0,0,0.003060444,0.000153022,0.001530222,0.005355777,0.000459067,0,6541,6,Yes,2,,,,,
90,COMM3,0,MiSeqOSV003,19,F,12,1.750366667,44.843,30.4309,40.2519,9.9867,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.075192336,0.013499782,0.069966613,0.000725795,0,0.241544491,0,0.067063434,0.010306285,0.00275802,0.000290318,0.003483815,0.005080563,0.10915953,0,0.000145159,0.098272609,0.003338656,0.000290318,0.017273915,0,0.003048338,0.001016113,0,0,0.024096386,0,0.002032225,0.248512121,0.002903179,0,6935,46,No,2,,,,,
91,COMM3,1,MiSeqOSV003,19,G,12,1.765366667,41.4997,26.8056,40.1386,8.1597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.112814115,0.014079487,0.058278382,0.000712885,0,0.217964712,0,0.05934771,0.01051506,0.000891107,0.000178221,0.004455534,0.00392087,0.096952415,0.000178221,0.000178221,0.093922652,0.00267332,0.000534664,0.01978257,0,0.001425771,0.000534664,0,0,0.018713242,0,0.001247549,0.277847086,0.002851542,0,5673,62,No,2,,,,,
92,COMM3,2,MiSeqOSV003,19,H,12,1.701966667,44.6311,29.1805,36.5788,9.4726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.087970615,0.021120294,0.051423324,0.000550964,0.000367309,0.19302112,0.000183655,0.066850321,0.006795225,0.000734619,0.000183655,0.002754821,0.002938476,0.063728191,0.000183655,0,0.101193756,0.002754821,0.000183655,0.020018365,0,0.002754821,0.000367309,0,0,0.016161616,0,0.000918274,0.354086318,0.002754821,0,5482,37,No,2,,,,,
93,ER-HB,0,MiSeqOSV003,19,D,1,0.798766667,2.3581,27.2322,56.9507,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125644,0,0,0.000125644,0,0.573815806,0.000125644,0.411609499,0.000251288,0.012061817,0,0,0,0,0.000502576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001382083,0,0,7987,28,Yes,2,,,,,
94,FP-HB,0,MiSeqOSV003,19,F,4,1.147566667,0.1571,23.5518,43.0745,8.7891,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395793951,0,0.600897921,0.000236295,0,0,0,0,0,0.00047259,0.000236295,0,0,0,0,0,0,0.002362949,0,0,0,0,0,0,0,0,4240,8,Yes,2,,,,,
95,AC-HB,0,MiSeqOSV003,19,H,7,1.815766667,10.2355,54.526,27.1842,7.857,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66E-05,0,0,0,0,0.456301304,9.66E-05,0.540028972,0.000965717,9.66E-05,0,0,0,0,9.66E-05,0,0,9.66E-05,0,0,0,0,0,0,0,0,0.001062289,0,0.001062289,9.66E-05,0,10393,38,Yes,2,,,,,
96,HB,0,MiSeqOSV003,20,D,1,1.682366667,5.542,0,33.1072,6.5918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441209,0.000220604,0,0.433487756,0,0.565629826,0,0,0,0,0,0.000220604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4556,23,Yes,2,,,,,
97,CC-HB,0,MiSeqOSV003,20,E,1,1.922766667,29.3772,16.9143,68.7191,4.8896,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001140251,0,0.998289624,0,0.000285063,0,0,0,0,0,0.000285063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3508,0,No,2,,,,,
98,HB-RI,0,MiSeqOSV003,20,F,1,1.360966667,5.4823,54.3271,34.3794,5.044,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227894,0,0,0,0,0.174339107,0,0.392433911,0,0,0.000455789,0,0,0,0,0.4325433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4396,8,Yes,2,,,,,
99,DP-HB,0,MiSeqOSV003,20,G,1,0.773766667,37.5955,14.4207,30.2688,4.273,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199641,0,0,0,0.189059693,0,0,0,0,0.810141745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000598922,0,0,0,0,5011,2,Yes,2,,,,,
100,BH-HB,0,MiSeqOSV003,20,H,1,1.846966667,46.6386,59.6485,11.1986,7.3721,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559693072,0.192281652,0.247573911,0,0,0,0,0,0,0.000225683,0,0,0,0,0,0,0,0,0,0,0.000225683,0,0,0,0,0,4447,16,Yes,2,,,,,
101,CA-HB,0,MiSeqOSV003,20,A,2,1.796966667,2.059,58.0779,23.1869,5.2408,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155125409,0.016902944,0,0.020719738,0.3217012,0,0.468375136,0,0.016902944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272628,0,0,0,0,3674,6,Yes,2,,,,,
102,PC-HB,0,MiSeqOSV003,20,B,2,1.927366667,6.4693,41.3489,19.056,21.6837,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001006543,0.000167757,0,0.573561483,0.257003858,0,0.164234189,0,0.003690656,0,0,0,0,0,0.000167757,0,0,0,0,0,0,0,0,0,0,0.000167757,0,0,0,0,5969,8,Yes,2,,,,,
103,DL-HB,0,MiSeqOSV003,20,C,2,1.567166667,43.3951,0.3106,41.003,5.8149,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289436,0.000289436,0.000289436,0,0.292329957,0.166136035,0,0.08683068,0.00260492,0.001736614,0,0,0,0,0,0,0,0.008972504,0,0,0,0,0,0,0.000289436,0,0.001157742,0,0.439073806,0,0,3461,6,Yes,2,,,,,
104,CG-HB,0,MiSeqOSV003,20,D,2,1.621166667,36.9711,43.6895,0,6.6482,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188573,0,0.120120686,0,0.231378465,0.647557986,0,0,0,0,0,0,0,0.000188573,0.000377145,0,0,0,0,0,0,0,0,0.000188573,0,0,0,0,5309,6,Yes,2,,,,,
105,BF-HB,0,MiSeqOSV003,20,E,2,1.380766667,22.0522,2.051,33.4054,32.7342,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000320976,0.000160488,0,0,0,0,0.000802439,0,0,0,0,0,0.992617557,0,0,0,0,0,0,0,0,0,0,0,0,0.00609854,0,0,0,0,6231,0,No,2,,,,,
106,EL-HB,0,MiSeqOSV003,20,F,2,0.927566667,64.5276,3.2217,63.5079,6.9473,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.943044713,0.000177431,0,0,0.000177431,0.000532292,0,0.007984386,0.000177431,0,0,0.047374024,0,0,0,0,0,0,0.000177431,0,0,0,0,0,0,0,0.000177431,0,0.000177431,0,0,5638,2,Yes,2,,,,,
107,CH-HB,0,MiSeqOSV003,20,G,2,1.673166667,33.5493,60.6363,0,6.4443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148633,0.076397146,0,0.313317479,0,0.000297265,0,0.000148633,0,0,0,0,0,0,0.607907253,0,0,0,0,0,0,0,0.001634958,0,0.000148633,0,0,6734,6,Yes,2,,,,,
108,BO-HB,0,MiSeqOSV003,20,H,2,1.234366667,22.9744,10.4609,35.153,38.2717,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002522068,0,0,0,0,0,0,0,0,0,0.000252207,0,0,0,0,0,0,0,0,0,0,0.033039092,0.964186633,0,0,0,4077,112,No,2,,,,,
109,BT-HB,0,MiSeqOSV003,20,A,3,1.308366667,27.8839,2.1109,64.7069,34.417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.004066986,0.941866029,0.000717703,0.005502392,0.032296651,0,0.011483254,0,0,0,0,0,0,0.000239234,0,0,0,0,0.000239234,0,0,0,0,0,0.000239234,0.003349282,0,0,0,0,4180,0,Yes,2,,,,,
110,BU-HB,0,MiSeqOSV003,20,B,3,1.890366667,2.8532,54.0912,27.5893,7.359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001572945,0.022807707,0.0021628,0.573731813,0,0.397168698,0,0,0,0,0,0,0,0,0,0.000196618,0,0,0,0,0.000196618,0,0,0.000196618,0.001966182,0,0,0,0,5093,7,Yes,2,,,,,
111,BV-HB,0,MiSeqOSV003,20,C,3,1.451966667,33.4035,0,28.1276,42.7223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000169549,0,0.002204137,0,0.000169549,0,0,0,0,0,0.000339098,0,0.95761275,0,0.000169549,0,0,0,0,0,0,0.000339098,0,0.03899627,0,0,5898,0,Yes,2,,,,,
112,BC-HB,0,MiSeqOSV003,20,D,3,1.407366667,31.8436,0,38.6464,40.7553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000609477,0,0,0,0.000152369,0.000152369,0,0,0,0,0,0,0,0,0.000152369,0,0,0.000152369,0,0,0,0,0,0,0,0.998476307,0.000304739,0,0,0,0,6563,0,No,2,,,,,
113,BY-HB,0,MiSeqOSV003,20,E,3,1.328566667,10.8233,47.0262,28.7179,3.8574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000164772,0,0.000164772,0.000164772,0,0.141209425,0,0.558741144,0,0,0,0,0.291975614,0,0,0.000164772,0,0.000164772,0,0,0,0,0,0,0,0,0.007249959,0,0,0,0,6076,7,Yes,2,,,,,
114,PJ-HB,0,MiSeqOSV003,20,F,3,1.548566667,21.1917,33.981,16.5607,21.4703,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.064269319,0,0.140474369,0,0,0,0,0,0,0,0,0,0,0,0.003672533,0,0.786381025,0,0,0,0,0.005202754,0,0,0,0,6542,7,Yes,2,,,,,
115,DF-HB,0,MiSeqOSV003,20,G,3,1.217366667,8.0072,40.5859,20.2865,3.8015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000161108,0,0.000161108,0,0,0.30191719,0,0.042854841,0,0.000161108,0,0,0,0,0,0,0,0,0,0.654583535,0,0,0,0,0,0,0,0,0.000161108,0,0,6214,7,Yes,2,,,,,
116,BL-HB,0,MiSeqOSV003,20,H,3,1.580166667,37.8299,32.5082,26.8184,5.4065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000422119,0,0,0,0,0.15365133,0,0.295905445,0,0,0,0,0.048543689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501477417,0,2421,52,Yes,2,,,,,
117,BP-HB,0,MiSeqOSV003,20,A,4,1.169166667,73.3587,0,69.6227,5.678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000274725,0.000549451,0,0,0,0,0,0,0.014835165,0,0.000274725,0,0.983791209,0,0,0,0,0,0,0,0,0,0.000274725,0,0,0,0,3642,2,Yes,2,,,,,
118,BA-HB,0,MiSeqOSV003,20,B,4,0.886766667,57.4199,0,57.6663,3.8388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.996115562,0,0,0.000242777,0,0,0,0.002913328,0,0,0,0,0,0,0,0,0.000485555,0,0,0,0,0,0,0,0,0,0.000242777,0,0,0,0,4119,0,No,2,,,,,
119,CC-ER,0,MiSeqOSV003,19,E,1,2.034166667,24.4385,21.1298,69.2102,4.7049,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898949475,0,0.100550275,0,0,0,0.0003335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016675,0,0,5999,2,No,2,,,,,
120,CC-FP,0,MiSeqOSV003,19,G,4,2.012166667,27.036,23.1629,66.2067,8.0788,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000254388,0,0,0.000254388,0,0.993131519,0,0.000254388,0,0,0,0,0.000508776,0,0.000254388,0.000254388,0,0,0,0,0.004833376,0,0,0,0,0.000254388,0,0,0,3931,0,No,2,,,,,
121,AC-CC,0,MiSeqOSV003,19,A,8,1.817966667,1.2843,58.7624,27.4707,5.8796,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002969562,0.000185598,0,0,0,0.512063846,0,0.478841871,0,0,0,0.001113586,0,0.004268745,0.000371195,0,0,0,0,0,0,0,0,0,0,0,0,0.000185598,0,0,0,5412,24,No,2,,,,,
122,CC-HB,0,MiSeqOSV003,,,,2.064166667,27.6013,32.6898,70.0004,6.0633,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LowReads,2,,,,,
123,CC,0,MiSeqOSV003,20,G,4,1.966166667,40.6922,19.2826,75.8616,6.5004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000258866,0,0.999482268,0,0,0,0,0,0,0,0,0.000258866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3863,0,No,2,,,,,
124,CC-RI,0,MiSeqOSV003,20,A,8,1.920766667,26.3313,19.116,71.9121,5.7222,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173702,0,0,0,0.000173702,0.977418795,0.000521105,0.000173702,0,0,0,0.000173702,0,0.021191593,0,0,0,0,0,0,0,0,0,0,0,0,0.000173702,0,0,5757,0,No,2,,,,,
